Comments,Sentiments,Like,Haha,Angry,Love,Care,Sad,Wow
"সাধারণ মানুষের বসে কাজ কর্ম নাই,আপনার ছবি দেখতে সিনেমা হলে যাবিনী😄😄 এসব বা...ল ছাল বাদ দিয়ে ভালো হয়ে যান,ভালো পথে ফিরে আসুন,কমেন্ট টি হয়তো ভালো লাগবে না।কারণ ভালো কথার ভাত নাই।।আল্লাহ আমাদের সবাইকে হেদায়েত দান করুন আমীন",Negative,0,0,0,0,0,0,0
"বাহ্ ঈদে উপলক্ষে সিনেমা, এটাই মূলত ধর্ম নিয়ে ব্যবসা, পাবলিক বুজেনা",Negative,0,0,0,0,0,0,0
"আশাকরি বেদের মেয়ে জোৎস্নার রেকর্ড হুমকির পড়বে😜😜
শুভ কামনা সর্বকালের শ্রেষ্ট নায়ক 😁😁",Positive,0,0,0,0,0,0,0
এই বস্তুাপচাঁ সিনেমা আর বস্তাপচাঁ অভিনয় নিয়ে কেন আইতেছোস এটাইতো জনগনের প্রশ্ন কে বলছে তরে । তর এই বস্তাপচাঁ অভিনয় আর বস্তা পচাঁ মুভি নিয়ে আইতে জনগনের ঈদ এর আনন্দ নস্ট করতে । কেন ইউটুব এ পাগলামি ছাগলামি করে জনগনের কান চোখ মাথা সময় নস্ট করে কি তর শখ মিটেনাই।,Negative,0,0,0,0,0,0,0
এই মুভি পুস্পা দ্যা রুলের রেকর্ড ভাংবে মনে হচ্ছে।,Positive,0,1,0,0,0,0,0
আরে এই সালার ঘরে সালায় এই ভাবে ছবি উঠাইছে কেন🖕,Negative,0,0,0,0,0,0,0
"বেইলি রোডে ৪৩ জন মারা গেছে
আর আপনি আছেন পোতার চর মুভি নিয়া",Negative,0,0,0,0,0,0,0
"সোনার চর সিনেমা জায়েদ খানের পু*ট*কি দিয়ে ভ*রে দিব
বানীতে শাহরুখ খান 🙂",Negative,0,0,0,0,0,0,0
"বাংলার ভাইজান"" নাম্বার ওয়ান জায়েদ খান। ❤️✌️",Positive,0,0,0,0,0,0,0
ভাই আমার হিরোদেরও হিরো 💙💙,Positive,0,0,0,0,0,0,0
বিয়ের পর কয়বার গোসল করবেন?,Neutral,1,3,0,0,0,0,0
"তোমার পোস্টে আমি রিয়েক্ট করে
আমার মূল্যবান ইজ্জত নষ্ট 
করতে চাই না😅",Negative,1,1,0,0,0,0,0
নায়ক জাদু কান😁,Negative,0,2,0,0,0,0,0
অসাধারণ একটি ছেলে,Positive,0,0,0,0,0,0,0
লাজ লজ্জাহিন একটা মানুষ তুই ভাই,Negative,1,1,0,0,0,0,0
মিস্টার জায়েন খ‍্যান ফরম ব‍্যাংলাদেশ 😂,Neutral,0,1,0,0,0,0,0
আচ্ছা এই মুহূর্তে বাংলা চলচ্চিত্রের ঢালিউড এর সেরা নায়ক কে লায়েক ডাব্বা খান নাকি হিরো আলম? 😀😀,Neutral,0,0,0,0,0,0,0
আপনাকে গুন্ডা লাগে জায়েদ খান,Negative,0,0,0,0,0,0,0
এক মাত্র নায়ক জায়েদ খান যার কোন ভক্ত নাই,Negative,0,0,0,0,0,0,0
এই একটা জ্যাকেট আর কত বছর পরবো আল্লাহ ভালো জানে।।।,Neutral,0,0,0,0,0,0,0
"জায়েদ খান, মাহফুজ রহমান,হিরু আলমের কাজের জন্য হাইকোর্টের দৃষ্টি আকর্ষণ করছি",Neutral,0,0,0,0,0,0,0
জায়েদ খানের জীবিত আত্মার মাগফেরাত কামনা করছি,Negative,0,0,0,0,0,0,0
জায়েদ খান রে নিয়া আমার সন্ধ্যায় হয় জায়েদ খান কি আসলেই বেডি না বেডা মানুষ,Negative,0,0,0,0,0,0,0
পাগল আসছে সবাই সাইডে যান,Negative,0,0,0,0,0,0,0
বডির সাথে পেঁয়াজ মরিচ কাটা যায়না,Neutral,0,0,0,0,0,0,0
ভাই আপনার বড় ফ্যান মোঃ সুমন হাওলাদার.।ওর দিকে একটু খেয়াল রাখিয়েন ভাই। আপনার পিয়াজ কাটার স্টাইলটা অনেক সুন্দর। লাভ ইউ ভাই ❤️❤️,Positive,1,0,0,0,0,0,0
বুঝা যাচ্ছে ভাই অনেক কষ্ট করছে,Neutral,0,0,0,0,0,0,0
ভাই কি আসলেই পেয়াজ কাটতে পারেন 😎😎,Neutral,0,7,0,1,0,0,0
বউ নাই বলে আজ নিজে কষ্ট করে রান্না করে ২৪ সালে বিগ এস্টার😜,Neutral,1,0,0,0,0,0,0
কোথায় ইন্দারগান্ধি কোথায় কলারখান্দি😉,Negative,0,1,0,0,0,0,0
চোখে জল চলে আসছে। আমার প্রিয় নায়ক কত কষ্ট করে।,Positive,0,0,0,0,0,0,0
সোন কে তামা মনে করলাম😝😝,Neutral,1,0,0,0,0,0,0
"ছবি যাই হোক...
জায়েদ খানের কথার মত 
ক্যাপশন ও সেই হয়েছে👍",Positive,0,0,0,0,0,0,0
"অনেক কিছু জানতে পারলাম। 
ধন্যবাদ এত সুন্দর শিক্ষনীয় বিষয় তুলে ধরার জন্য 😁😁",Positive,0,0,0,0,0,0,0
"যদি একটু অভিনয় জানত, অনেক ভালো হতো। দেখতে শুনতে তো মাশাল্লাহ অনেক ভালো",Positive,0,0,0,0,0,0,0
জায়েদ খান থেকে 😁😁 জায়েদা খানম😃😃,Negative,0,1,0,0,0,0,0
"চারিদিকে শুধু চর আর চর... 
এদিকে সারা বিশ্ব কাঁপানো বাংলার কিং ক্ষ্যাত সুপার হিরো চিরো দামড়া জনাব জাহেট খ্যানের যে যৌবনে চর পড়ে যাচ্ছে সেদিকে কারো নজর নাই",Negative,0,0,0,0,0,0,0
যদি থাকি বেছে সোনার চর দেখবো এবার ঢাকা গিয়ে জায়েদ ভাই 💓💓💓,Positive,1,0,0,0,0,0,0
"বাংলা চলচ্চিত্রের গর্ব, প্রিয় অভিনেতা জায়েদ খান",Positive,1,1,0,0,0,0,1
১০টা সিনেমা হলে ও বুকিং নিবে না,Negative,0,0,0,0,0,0,0
"ছবি তুলো নাকি 
সবজি কাটো?",Neutral,0,0,0,0,0,0,0
কামলা দিচ্ছো নাকি ভায়া?,Neutral,0,1,0,0,0,0,0
এই সব সোনা টোনা দেখার টাইম নাই,Negative,0,0,0,0,0,0,0
দর্শক ভাড়া করে নিয়ে গিয়ে হল পুর্ন করে ফেলবেন!,Negative,1,0,0,0,0,0,0
এটা কি ছবির প্রচার করল নাকি বাশ দিলো🤔,Negative,0,0,0,0,0,0,0
জায়েদ খান একটা খাঁটি সোনা 🥴,Negative,0,1,0,0,0,0,0
"আপনারা কিছু মনে করবেন না। আমার কারনেই ওর আজ এই অবস্থা।😞 কারণ সেদিন ও আমার কাছে গ্লুকোজ খেতে চেয়েছিল,আর আমি ভুলে গাজা দিয়েছিলাম।তার পর থেকে ও এমন পোস্ট করেই যাচ্ছে",Negative,0,0,0,0,0,0,0
"স্যার লিংকটা ইনবক্সে দিয়েন দেখে নেবো। আর লিংক না থাকলে আমার বাসা থেকে আপ ডাউন ট্রান্সপোট সুবিধা সহ ফুল ফ্যামিলি টিকেট পাঠালে যাব, কথা দিলাম। বিরিয়ানির টাকা আমি নিজে দেব, তাছাড়া আপনার উপর চাপ হয়ে যাবে।",Neutral,0,1,0,0,0,0,0
সবাই যেভাবে ট্রল করে আমার মনে হয় এই সিনেমাটা ভালো হবে,Neutral,0,1,0,0,0,0,0
আমাকে একটা টিকেট দেয়া যাবে। আপনার মুভিটা দেখার অনেক ইচ্ছা বাট টিকেট কেনার টাকা নাই,Neutral,1,1,0,0,0,0,0
শাদের লাউ বানাইলে জায়েদ রে বৈরাগী,Neutral,1,1,0,0,0,0,0
লক্ষ্য নারীর ক্রাশ এখন রান্না করছি,Neutral,1,0,0,0,0,0,0
সত্যি কথা বলতে কি উনি আমার রোগী কিছুদিন আগে আমার কাছে আসছিল আমি ঠিকঠাকভাবে ওনার ট্রিটমেন্ট করছিলাম কিন্তু ঠিক হওয়ার আগেই উনি পলাতক আমি আন্তরিকভাবে দুঃখিত 🙏,Negative,0,0,0,0,0,0,0
ভবিষ্যৎবানীঃ সিনেমা হবে সুপার ডুপার ফ্লপ।,Negative,0,0,0,0,0,0,0
হলমালিকদের বিদ্যুৎ বিলের পয়সা উঠলে হয়...,Negative,0,0,0,0,0,0,0
জোকার জায়েদ 😄,Negative,0,1,0,0,0,0,0
"যে পারে সে রান্না ও পারে সিনামা ও করতে পারে💖
শুভ কামনা রইলো ভাই",Positive,0,0,0,0,0,0,0
"গ্রামের ছেলেরা বুঝি গলায়, হাতে এতো বড় বড় তাবিজ লাগায়",Neutral,0,0,0,0,0,0,0
"এগিয়ে যান ,, ঈদে সিনেমা টা দেখবো",Positive,1,0,0,0,0,0,0
"এই পোস্টে জায়েদ খান কে কোন লেভেলের বলদ বলা হইছে সে বুঝলো না গাধা 
এইটা আবার শেয়ার করছে 😁",Negative,1,0,0,0,0,0,0
সোনার খাল আসবে কবে? বললেন না তো জায়েদ ভাই?,Negative,0,0,0,0,0,0,0
ধুরু মিয়া সময় নষ্ট করে আপনার ছবি কেনো দেখবো 😂,Negative,0,0,0,0,0,0,0
তোর কি লজ্জাও নাই এই হালা পাডা,Negative,0,0,0,0,0,0,0
আপনি কি হিজলা নাকি 🙂💔,Negative,0,0,0,0,0,0,0
এই বালের চর দেখতে কেউ টাকা খরচ করে দেখবে না। ফ্রী দিলেও না,Negative,0,0,0,0,0,0,0
ডিগবাজী দিয়ে তিনি যে ওয়েটলস করেছেন তা রি-গেইন করা পসিবল হবে বলে মনে হয়না।,Neutral,0,0,0,0,0,0,0
"ভাই আপনার নাকি সদস্য পদ বাতিল করা হয়েছে, 
তাহলে কি চলচ্চিত্র সমিতি নির্বাচনে ভোট দিতে পারবেন না",Negative,0,0,0,0,0,0,0
"আপনারা জায়গামতো ভইরা* দিছে, আর আপনে মনে করছেন আপনার প্রশংসা করছে 🫤",Negative,0,0,0,0,0,0,0
তোর কি লজ্জাশরম নেই লো বেহায়া? কোন যোগ্যতায় সিনেমায় অভিনয় করিস? চেহেরা দেখলেই তো বমি আসে। ওয়াক থু,Negative,0,0,0,0,0,0,0
এই মুভিতে জাহিদ খান তার সাথে ২৫জন মেয়ে নিয়ে সিনেমা হলে বসে মুভিটা উপভোগ করবে বলে জানা গেছে😇,Neutral,0,0,0,0,0,0,0
সব খানের মাঝখানে আপনি জায়েদ খানের ছবি মিস করা কি চলে প্রত্যেকটা সিনেমা হলে ফাটিয়ে দর্শক পড়বে জায়েদা আপুর ছবি বলে কথা 😀,Positive,0,0,0,0,0,0,0
মি: জায়েদ জ*ঙ্গ*লি🐸,Neutral,1,0,0,0,0,0,0
মাশাআল্লাহ খুব সুন্দর লাগছে প্রিয় ভাই ❤️❤️❤️,Positive,2,7,0,0,0,0,0
আর যাই করেন পল্টি ছাইড়েন না দারুন পল্টি👍,Neutral,3,3,0,0,0,0,0
হাজারো বিয়াতা বেডির ক্রাশ জায়েদ ভাই।,Neutral,4,3,0,0,0,0,0
আপনারা শুনলে অবাক হবেন এটা চরিত্রের জন্য 😔😔,Neutral,0,0,0,0,0,0,0
জোকার নাকি নায়ক আজও বুঝতে পারলাম না,Negative,0,0,0,0,0,0,0
হাসি তো নয় যেন ফুটন্ত গোলাপ😆 @Zayed khan,Positive,0,0,0,0,0,0,0
সুপারস্টার জাহিদ ভাই সকলের কাছে ফলো চাই জাহিদ ভাইকে যারা ভালবাসেন অবশ্যই আমাকে ফলো দিবেন কারণ আমি জাহিদ ভাইকে ভালোবাসি,Positive,0,1,0,1,1,0,0
ওনি একমাত্র নায়ক যে সিনেমা থেকে ও বাস্তবে অভিনয় করেন বেশী 😁,Neutral,0,0,0,0,0,0,0
প্রিয় নায়ক আপনার সাথে দেখা করার খুব ইচ্ছে,Positive,1,2,0,0,0,0,0
"জায়েদ খান
ফুটফুটে সুন্দর
জায়েদ খান
ফুটফুটে সুন্দর",Positive,0,0,0,0,0,0,0
আপনি কি শরীফ নাকি শরীফা?,Negative,0,0,0,0,0,0,0
নিরহঙ্কার একজন মানুষ ❤️❤️,Positive,0,0,0,0,0,0,0
লুচ্চার মেসিন ছোট,Negative,0,0,0,0,0,0,0
চরিত্রের প্রয়োজনে চরিত্র নষ্ট করে ফেলছে সুইপার স্টার জায়েদ খান।।,Negative,0,0,0,1,0,0,0
প্রেমে পড়ে গেলাম মিয়া ভাই 🥰,Positive,0,0,0,0,0,0,0
"চরিত্রের প্রয়োজনে!
তার জন্য নাকি কক্সবাজার গেছো",Neutral,0,0,0,1,0,0,0
কেও কি আপনারে চরিত্রহীন বলছে নাকি😒🤷‍♂️,Neutral,0,0,0,0,0,0,0
"Zayed Khan ভাই আমাদের বরিশালের গর্ব, ❤️💙💛",Positive,0,0,0,0,0,0,0
দাদা দাদিরে আনবেন কখন,Neutral,0,0,0,0,0,0,0
ইনি একজন পাঠা এবং হিরো আলমের বংশধর 🤣,Negative,0,0,0,0,0,0,0
বেশী বেশী ডিগবাজি খেলে চরিত্র ঠিক হবে,Negative,0,0,0,0,0,0,0
নারীদের দুর্বলতা🙄,Positive,0,0,0,0,0,0,0
আরে আপনার ছবি দেখে কোন ভোদাই এটাই আমি আজও বুঝলাম না। আবার কিসের চলচ্চিত্রের প্রয়োজনে।,Negative,0,0,0,0,0,0,0
মেয়ে গুলো তো পাগল হয়ে যাবে🥰🥰,Positive,0,0,0,0,0,0,0
জাভেদ তোমার চরিত্র মুরগির পায়খানার মত পবিত্র।,Negative,0,0,0,0,0,0,0
"চশমা কী একটাই? 
স্পন্সর করে নাই আর কেউ?",Neutral,0,0,0,0,0,0,0
এক মাত্র নায়ক জায়েদ খান যার কোন ভক্ত নাই,Negative,1,3,0,1,0,0,0
"তুমি যে চরিত্রহীন, তা আমরা জানি..!",Negative,0,0,0,0,0,0,0
এই তুই তো বেটা লুচ্চা এহনো বিয়া করো নাই কেয়া।,Negative,0,0,0,0,0,0,0
"ভাই আমি কিন্তু তোমার কাছে কিছু না । কিন্তু আমার সাথে যদি হাত মেলাও তাহলে বাংলাদেশের নায়কের ৩ নাম্বার নাম টা আপনার থাকবে। ১ মান্না ভাই
২ সালমান শাহ
৩ নাম্বার আপনি । sms ta দেখবেন গুরুত্ব দিলে আপনার লাভ।",Positive,0,0,0,0,0,0,0
"""আমার বুকের পাটা শক্ত 
আমি জায়েদ খানের ভক্ত।"" 🙂",Positive,0,0,0,0,0,0,0
লও বাংলাদেশ বাসী এবার টেলা সামলাও! 🙂,Neutral,0,0,0,0,0,0,0
আমার নানা বাড়িতে একটা গরুর বাছুর হয় বছর দুয়েক আগে। নাম রাখসিলো জায়েদ খান। গরুটা মারা গেছে 😥,Negative,0,0,0,0,0,0,0
তর আসলেই চরিত্র খারাপ 😡,Negative,0,0,0,0,0,0,0
"কি শুনি বন্ধু? 
বিয়ে করছো নাকি?",Neutral,0,0,0,0,0,0,0
সুন্দর ভালোবাসা অভিরাম ভাইয়া,Positive,0,0,0,0,0,0,0
বন্ধু কিব্যে আছো কোন খোঁজ খবর নাই কিছু নাই 😒,Neutral,1,0,0,0,0,0,0
মিস্টা জাইয়েদ ক্যান ফ্রম ব্যাংলাদেশ 😅😆😆,Neutral,0,0,0,0,0,0,0
ভার্জিন আছি ভাব তো থাকবেই...🙂,Neutral,0,0,0,0,0,0,0
"এই পর্যন্ত যা করলেন প্রয়োজনের তো কিছুই দেখি না, সবই অপ্রয়োজনীয়।",Negative,0,0,0,0,0,0,0
চরিত্রের সার্টিফিকেট নিলে তো হয় 😜🤣🤣🤣🤣🤣😜,Neutral,1,0,0,1,0,0,0
মাশাআল্লাহ আপনি দেখতে শুনতে অনেক ভালো নাদুসনুদুশ চেহারা আপনাকে দেখতে অনেক ভালো লাগে প্রিয় ভাই 🥰🥰🥰,Positive,0,0,0,0,0,0,0
"বহুদিন যাবত বাঙালি চুপচাপ আছে। কিছু করেন, এই বাঙালির জন্য",Positive,0,0,0,0,0,0,0
"ভালো মনের মানুষ প্রিয় কাকা❤️
বেঁচে থাকুক বহু বছর ❤️❤️",Positive,0,0,0,1,0,0,0
জায়েদ খান হচ্ছে একজন সাদাসিধা সরল মনের মানুষ তার ভিতরে কোন প্যাঁচগোচ নেই সে সবসময় উচিত কথা বলে থাকে তাই মানুষের কাছে সে একজন হাসির পাত্র। অযোগ্য ব্যক্তিরা যোগ্য ব্যক্তিকে নিয়ে আলোচনা করে এটাই স্বাভাবিক,Positive,0,0,0,0,0,0,0
জায়েন ক্যান এর চরিত্র ফুলের মত পবিত্র 🤣,Neutral,0,0,0,0,0,0,0
আপনে বলে বিয়ে করছেন 😁,Neutral,0,2,0,0,0,0,0
জায়েদ ভাই নতুন কিছু দেখতে চাই।,Neutral,0,0,0,0,0,0,0
চরিত্রের প্রয়োজনে জায়েদ ভাই আজকে নষ্ট😶‍🌫️,Negative,0,0,0,0,0,0,0
"বন্ধু জায়েদ, ভালো হয়ে যা, কালকে কল দিস কথা আছে। 🥱",Negative,0,0,0,0,0,0,0
বচ আপনার চরিএ ফুলের মত পবিএ 🥵,Neutral,0,2,0,0,0,0,0
নতুন লুকে অনেক ভালো লাগলো,Positive,0,0,0,0,0,0,0
চরিত্রের প্রয়োজনে নিজ চরিত্র বিলিন। খুঁজে বেড়ায় চরিত্র ডিগবাজি দেয় অশালীন।,Negative,0,0,0,0,0,0,0
"অনেকে নায়ক জায়েদ খানকে নিয়ে ট্রল করে,বিষয়টি আমার অপছন্দের। একজন নায়ক হিসাবে জায়েদ খানের ফিটনেস,স্মার্টনেস কোনো অংশে ইন্ডিয়ান নায়কদের চেয়েও কম না।একজন নায়ক সব ধরনের চরিত্রে অভিনয় করতে হয় এবং করেও থাকে।ইন্ডিয়ান নায়কেরা ভিলেন,কমেডিয়ান চরিত্রে ও অভিনয় করে,আমাদের দেশে মনে হচ্ছে এই ধরনের চরিত্রে অভিনয় করলে মানুষ তা নিয়ে ট্রল করে।আলোচিত-সমালোচিত মানুষরা মানুষের মধ্যে বেঁচে থাকে।আর যাই বলি আমি চাইলেও তো আমি জায়েদ খান হতে পারবোনা,সেই যোগ্যতা আমার হবেনা,আমি তাকে নিয়ে ট্রল করলে,আমার মনুষ্যত্বের পাগলামি ছাড়া কিছুই না।জায়েদ খানের ডিগবাজি ভিডিও যখন ভাইরাল হলো,ভিডিওটা দেখে আমিও হেঁসে ছিলাম,কিন্তু পরে ভেবে দেখলাম মানুষ তা গ্রহন করেছে।যাই হোক ওনার চলচিত্র যদিও আমার তেমন বেশি দেখা হয় নাই,তার পরেও ওনার সফলতা কামনা করি ও ওনার সু-স্বাস্থ্য এবং দীর্ঘায়ু কামনা করি।",Positive,0,0,0,0,0,0,0
ডিগবাজি নায়ক যার নাই কোন গুন 🤣🤣🤣,Negative,0,0,0,0,0,0,0
বাংলাদেশের একমাত্র সচ্চরিত্রবান নায়ক জায়েদ ভাই❤️,Positive,0,0,0,0,0,0,0
চরিত্রের প্রয়োজনে বিয়ে করেছি,Neutral,0,0,0,0,0,0,0
চরিত্রের প্রয়োজনে আপনাকে একদিন সালমান খান হতে হবে বস্।❣️,Neutral,0,1,0,0,0,0,0
ভাতিজা কি চরিত্র করতেছো এইবার? এইবার কি সমুদ্রে তিমি থাকা সত্তেও সমদ্রে নেমে শুটিং করতেছো নাকি?🥴,Neutral,0,0,0,0,0,0,0
আপনারে দেখলেই বোঝা যায় আপনি উচ্চ শিক্ষিত🙂,Positive,0,0,0,0,0,0,0
আপনারা আছেন জন্য এখনো মানুষ হলে যায়।,Positive,0,0,0,0,0,0,0
গুলিস্তানের হিরো আমাদের জাবেদ খান,Negative,0,0,0,0,0,0,0
"যে পুরুষ হাজার হাজার নারীর সাথে ঘষামাজা করে সে পুরুষের মুখে চরিত্রের কথা মানায়না 
নারী-পুরুষের জন্য একাধিক মানুষের সাথে ঘষামাজা করা এটা কখনো মানুষের চরিত্র হতে পারে না এগুলো চতুষ্পদ জানোয়ারের গুণ।",Negative,0,0,0,0,0,0,0
কাগু আন্নের কি কোন হায়া লজ্জা নাই নি!আন্নে এত বেক্কল ক্যা!,Negative,0,0,0,0,0,0,0
"জায়েদ খান কে আমি ব্যক্তিগত ভাবে পছন্দ করি না,, কিন্তু তার বাবা মায়ের প্রতি তার ভালোবাসা দেখে, এই বিষয় এ জায়েদ খান কে ভালোই লাগে☺️",Positive,0,0,0,0,0,0,0
ভাই বিয়ে করেন। তাহলে লোকে আপনাকে এত বাজে কমেন্ট করবে না।,Neutral,0,0,0,0,0,0,0
অনেকদিন পর আপনাকে দেখলাম। কিছু কথাবার্তা বলতেন একটু হাসতাম। অনেকদিন হলো হাসিনা।,Negative,0,0,0,0,0,0,0
দুশ্চরিত্র হইতেও দ্বিধা বোধ কেনো করো না,Negative,0,0,0,0,0,0,0
আপনার কমেন্টে হা হা রিয়েক্ট পরার কারণ টা যানাবেন 🙃,Neutral,0,0,0,0,0,0,0
আগেই ভাবছিলাম আপনের চরিত্র বেশি ভালো না কাকা🐸🐸,Negative,0,1,0,0,0,0,0
আমি একমাত্র ব্যক্তি যে কিনা আজপর্যন্ত জায়েদ খানের কোন ছবি দেখিনি,Neutral,0,0,0,0,0,0,0
তুমি আবার চরিত্রের প্রয়োজনে ছবিও তোলো আগে তো জানতাম না🤣,Neutral,0,0,0,0,0,0,0
কি চরিত্র আছে তোমার তোমার ছবি তো দেখতে ভালো লাগে না,Negative,0,0,0,0,0,0,0
"এমনতেই তো হিরো আলমের চরিত্রে আছেন,আবার চরিত্রের কি দরকার 😂🤡",Negative,0,0,0,0,0,0,0
ভাই গ্রাফিকস এর কাজ টা আমারে দেওয়া উচিত ছিল। আপনারে আরও ভালো করে ফুটাইয়া তুললাম হইলে,Positive,1,0,0,0,0,0,0
"।বাহ! অসাধারণ post আপনার জন্য থাকছে কেয়া কসমেটিকের সৌজন্যে একটি মহা মূল্যবান ইয়াবা মেশিন, পরিবেশ বান্ধব গাঞ্জার গাছ , আপনাকে জামালপুরের ডিসি, ফেনীর সিরাজউদ্দৌলা , ওসি মোয়াজ্জেম, টেকনাফের ওসি প্রদীপ বাবু, বড়গুনার মিন্নি , টেন্ডার কিং জি কে শামীম, ক্যাসিনো খালেদ ও সম্রাট, এমপি শামসুল, সানাই মাহবুব, রানু মন্ডল, হিরো আলম, পরী মনি এবং নারী ব্যবসায়ী পাপীয়া , প্রতারক শাহেদ, ডক্টর সাবরিনা ও পাপলু , টাকলা মুরাদ ও সেফুদার পক্ষ থেকে আন্তরিক শুভেচ্ছা ও অভিনন্দন সহ স্বাগতম💐",Neutral,0,0,0,0,0,0,0
আপনিই বাংলাদেশে থাকেন আমিই বরং পাবনায় চলে যাচ্ছি,Negative,1,3,0,0,0,0,0
অপেক্ষায় আছি লিজেন্ড❤️,Positive,0,1,0,0,0,0,0
আজ সারা রাত ঘুম না আসুক। কারণ যদি কাল তোমার একটু দেখা পাই।,Neutral,0,3,0,0,0,0,0
আমরা ঘুমিয়ে থাকলে টাঙ্গাইল শাড়ির মতো আমাদের সুপারস্টার জায়েদ খান কেও ইন্ডিয়া নিয়ে যাবে 😭😭,Neutral,0,0,0,0,0,0,0
আজকে থেকে আর ফেসবুক চালাবো না😐 কারণ জায়েদা আপুর উপর ক্রাশ খাইতে খাইতে ফেবু চালানোর ইচ্ছেটাই উঠে গেল🫦🤥,Neutral,3,0,0,0,0,0,0
গরিবের টম ক্রুজ 🥰🥰,Neutral,3,1,0,0,0,0,0
বিচি ওয়ালা আপুদের ক্রাশ😁😁,Negative,0,0,0,0,0,0,0
"আমি আগে থেকে চিনতাম
সালমান খানের বড় ভাই মিঃ জায়েদ খান",Neutral,0,0,0,0,0,0,0
"বন্ধু বঙ্গবন্ধু বিচো যাইয়ো।। 
হেনো গে ফরে একটা ডিগবাজী কায়া সমুদ্রত হাতার কাইটো।।",Neutral,0,0,0,0,0,0,0
সালমান খান ও তো ফেল মারবে এই লুকের কাছে,Positive,0,0,0,0,0,0,0
সালমান শাহর পড়ে আমার প্রিয় নায়ক জায়েদ খান ❤️,Positive,0,0,0,0,0,0,0
"কিরে ভাই জাহেদ খান 
আমার একটা ডিগবাজি দেখবা 🤣🤣",Neutral,0,0,0,0,0,0,0
"ভাই আমি কক্সবাজার এ আছি,আপনি কোথায় এখন? আপনার সাথে দেখা করতে চাই।",Positive,0,0,0,0,0,0,0
উনিই বাংলাদেশের একমাএ সুপার ইস্টার যার পোস্টে ১০০টা লাইক এর মধ্যে ৯৯টি হাহা রিয়েক্ট থাকে🤣🤣🤣🤣🤣,Negative,0,1,0,0,0,0,0
আমাদের এক জন জাহেদ খান আছে ❤️,Positive,0,0,0,0,0,0,0
জায়েদ ভাই আপনাকে আমার ভালো লাগছে আসেন দেখা করি চা পানি খাই প্রেম হলে হবে না হলে না😐,Positive,0,0,0,0,0,0,0
এতো করে বললাম আমি এখানেই আছি আসেন দেখা করি আপনি আইসা এখানে টেক্সি চালানো শুরু করছেন 🙂 আপনার পাশের হোটেল সাইমনে আছি আসেন দেখা করি 😒😒,Positive,0,0,0,0,0,0,0
"আমার স্বপ্নের নায়ক 😍
খুঁজেছি তোমায় রাত বিরাতে 
মেলেনি মেসেজ ইনবক্সে 🥲",Positive,0,0,0,0,0,0,0
"ভাই জায়েদ খান এক হোটেলে গিয়ে যত পিক উঠাইয়া ফেবুতে দিছ, ততো পিক আমি আমার বিয়েতে ও তুলিনাই",Neutral,0,0,0,0,0,0,0
রিভিউ দেন ভাইয়া হোটেলের? চট্রগ্রাম যাবো ওখান থেকে কক্সবাজার যাবো যদি ভালো হয় থাকবো 🤩,Positive,0,0,0,1,0,0,0
"ভায়া আপনার পাশের হোটেলেই আছি, চাইলে দেখা করতে পারেন।🙄",Neutral,1,0,0,0,0,0,0
এইরকম অ্যাকশন মোড যদি ছবির ভিতর থাকতো তাহলে ভালো হতো,Neutral,0,0,0,0,0,0,0
আম্বানির ছেলের বিয়েতে তিন খান থাকলেও জায়েদ খানকে দাওয়াত করেনি। এর তীব্র নিন্দা জানাই 🙄,Neutral,0,0,0,0,0,0,0
Zayed Khann ভাই আপনার রিপ্লাই অনেকদিন ধরে পাইনা। কেমন আছেন আপনি? আমার মামা স্বরাষ্ট্রমন্ত্রীর ছেলে জ্যোতি মামার বন্ধু। আপনার মত সুপারস্টার বাংলাদেশে আরো আসুক এই কামনা করি। Looking Good💖,Positive,0,0,0,0,0,0,0
দিন জতো জায় ততই বালো লাগে সুপারম্যান,Positive,0,0,0,0,0,0,0
"লোকে তাকে ফলস হিরো কেন বলে জানি নাহহ,,দেখতে তো বলিউড ফেল😄😄",Positive,0,0,0,0,0,0,0
শাহিন এম্বুলেন্স টা বের কর 🐸,Neutral,1,1,0,0,0,0,0
এ কেমন বেয়াদব মানুষ মানুষকে জন্মদিনের শুভেচ্ছা জানানো হয় আর সেখানে হাহা রিয়েক্ট দেয়। যতসব খাজাখোর,Negative,0,0,0,0,0,0,0
"আম্বানি কল দিছিলো,, রিসিভ করতে পারি নাই
তবে তার আগের দিন কথা হয়েছে আম্বানি এর সাথে 
জায়েদ খান কে।দাওয়াত না দিতে পারায় সে দুঃখ প্রকাশ করেছে😁😁",Neutral,0,0,0,0,0,0,0
"ভাই বিয়ে করে আপনি নাকি হানিমুনে এই মাত্র গুগল থেকে নিউজ পাইলাম ,হাচা নি 😅",Neutral,0,0,0,0,0,0,0
"কিছুদিন পাবনা থেকে ঘুরে আসুন বড়ভাই, মনটা ফুরফুরে হয়ে যাবে 🤗😆",Negative,0,0,0,0,0,0,0
"আচ্ছা জায়েদ খান কি (তৃতীয় লিঙ্গের )।।না মানে দেখে তো তাই মনে হয় 😁,,,কিন্তু আমি সঠিক তা জানিনা ,,কেউ খারাপ ভাবে নেবেন না প্লিজ😁",Negative,0,0,0,0,0,0,0
