Comments,Sentiments,Like,Haha,Angry,Love,Care,Sad,Wow
নিজেদের সম্পর্ক যেমনি হোক দুই ভাইয়ের সম্পর্ক অটুট থাকুক,Positive ,0,0,0,0,0,0,0
"এটা দারুণ, ভালো মনের পরিচয়",Positive ,0,0,0,0,0,0,0
বাচ্চাকে দেওয়া বুবলির এই শিক্ষাটা অসাধারণ ভাল লাগছে। ভাই এর প্রতি ভাই এর সম্মান দারুণ।,Positive ,0,0,0,1,0,0,0
এই  প্রথম কিছু ভালো লাগলো,Positive ,0,0,0,1,0,0,0
বাহ খুবই ভালো কৌশল তো,Positive ,0,1,0,1,0,0,0
ভাতিজারা যা শুরু করছো,Negative ,0,0,0,0,0,0,0
শিশু গুলা তো নিস্পাপ কিন্তু বুবলির মনে শুধুই অহংকার আর হিংসা যার ফলে সন্তান দুটো বাবার আদর থেকে বঞ্চিত,Negative ,0,0,0,0,0,0,0
দারুন তো সুন্দর লাগছে,Positive ,0,0,0,0,0,0,0
"শুভ জন্মদিন জয়,তোমাদের দুই ভাইয়ের জন্য দোয়া ও শুভকামনা ভালবাসা রইলো, বাবার মত  ভালো মনের মানুষ হও তোমরা",Positive ,0,0,0,0,0,0,0
হয়তো বীর জানেই না কাকে উইস করলো,Neutral ,0,0,0,0,0,0,0
মাশাআল্লাহ ভাইয়ের প্রতি ভালোবাসা দেখানো,Positive ,0,0,0,1,0,0,0
"Oh my god, you did a great job  আজকে আপনার জন্য আমার সম্মান অনেক খানি বাড়লো, সত্যি সন্তান এমন এক শক্তি ভাঙ্গাকে গড়তে পারে, আজকে সেটিরই নিদর্শন দেখলাম আপনার এই পোস্টটি তে, আপনারা সবাই খুব ভালো থাকবেন, হ্যান্ডসম boy বীর এর জন্য অনেক ভালোবাসা Happy birthday Joy",Positive ,0,0,0,3,0,0,0
জীবনে এই প্রথম বুবলির একটা বিষয় আমার ভালো লাগলো,Positive ,0,0,0,2,0,0,0
সত্যিই অসাধারণ এটা,Positive ,0,0,0,0,0,0,0
অবশেষে ২ স্বতীনের মিলন ঘটলো.? খান সাহেব সবক্ষেত্রেই কিং,Neutral ,0,0,0,0,0,0,0
আজ প্রথম বার উনার কোনো কিছু আমার ভালো লাগলো,Positive ,0,0,0,1,0,0,0
এই গরমে বাচ্চাটার এত বড় চুল রাখার কি দরকার।,Neutral ,0,0,0,0,0,0,0
আপনার মতো সতীন ঘরে ঘরে হোক,Negative ,0,0,0,0,0,0,0
মাশাল্লাহ। বীরকে আল্লাহ যেন সব সময় ভালো রাখে,Positive ,0,0,0,0,0,0,0
"শাকিবের মন পাওয়ার জন্য বুবলিকে যে আরও কি কি মেনে নিতে হবে আল্লাহ মালুম, তবুও বুবলির শাকিবকেই চাই",Neutral ,0,0,0,0,0,0,0
"ভালো লাগলো বীর, তোমার এবং জয়ের জন্য অফুরন্ত ভালোবাসা রইলো ভালো থাকো তোমরা একসাথে মিলেমিশে",Positive ,0,0,0,1,0,0,0
"এতো কিউট বাচ্চাটা,মাশাল্লাহ বীর,পাখি একটা",Positive ,0,0,0,0,0,0,0
￼খুব সুন্দর লাগছে দেখে।এরকমই হওয়া উচিত।মা আলাদা হলেও একই বাবার সন্তান তারা দুই ভাই,Positive ,0,0,0,0,0,0,0
অনেকেই বলতেছেন আদর্শ মা। এই মহিলা টাই গত বছর। জয়ের জন্মদিনটা নষ্ট করার জন্য তার বেবি পাম্পের পিক দিয়ে গোটা সোশ্যাল মিডিয়ায় তান্ডব চালিয়ে দিয়েছিল।অর সবটাই অভিনয়,Negative ,0,0,0,1,0,0,0
দুজনে সব সময় মিলে মিশে থাকো,Positive ,0,0,0,0,0,0,0
ছেলেদের মত চুল কেটে দিলে ছেলেটাকে বাবার মত সুন্দর  স্মার্ট লাগবে।,Positive ,0,0,0,0,0,0,0
আমার সব সময় ভালো লাগে,Positive ,0,0,0,1,0,0,0
সুইট বাবু,Positive ,0,0,0,0,0,0,0
দুই ভাই মিলেমিশে থাকুক,Positive ,0,0,0,0,0,0,0
এই প্রথম আপামনির পেজে লাভ রিয়েক্ট দিতে পেরে আমি ধন্য,Positive ,0,2,0,0,0,0,0
ইগু ছেলে না মেয়ে তা ও না বুজা আমি,Negative ,0,0,0,0,0,0,0
আজকের দিনে অন্যতম সেরা কাজ।,Positive ,0,0,0,1,0,0,0
অনেক ভালো লেগেছে,Positive ,0,0,0,0,0,0,0
রক্তের টান বড় টান।,Positive ,0,0,0,0,0,0,0
শুভ জন্মদিন ভাতিজা জয়,Positive ,0,0,0,0,0,0,0
এখন বুবলির ছেলের ফলোয়ার বারবে,Positive ,0,0,0,0,0,0,0
সবাই মিলে মিশে থাক আমারা চাই,Positive ,0,0,0,0,0,0,0
জয় এখন অসুস্থ। সবাই দোয়া করবেন জয় এর জন্য,Positive ,0,0,0,0,0,0,0
বিষয়টা অনেক ভালোলাগার। একবুক ভালোবাসা তোমরা দুই ভাইয়ের জন্য,Positive ,0,0,0,0,0,0,0
ইশকি সুন্দর করে বলছেকি মায়া লাগছে,Positive ,0,0,0,0,0,0,0
তোমাদের কি হিংসা হয়?,Negative ,0,0,0,0,0,0,0
একদম ঠিক কথাই বলেছেন আপু। এটাই পারিবারিক শিক্ষা হওয়া উচিত।,Positive ,0,0,0,0,0,0,0
গত বছর জয়ের বার্থডে তে বুবলি তার বেবি বাম্প এর ছবি পোস্ট করে তার বার্থডের আনন্দ নষ্ট করেছে। আর এখন সেটার মাশুল দিতেছে।  আর এখন বীর কে দিয়ে বুবলি পাবলিক সিম্পেথি নিচ্ছে।নাটকবাজ মহিলা। সবাই বলতেছে ফ্যামিলির শিক্ষা  হ্যা ঠিক অন্যের সংসার নষ্ট করাও ফ্যামি…,Negative ,0,0,0,0,0,0,0
"জয়কে যে তুমি কত ভালোবাসো সেটা সারা দেশের মানুষ জানে,",Neutral ,0,0,0,0,0,0,0
মাসাল্লাহ অনেক ভালো লাগছে।ভাইয়ের জন্মদিনে শুভেচ্ছা জানাচ্ছে।,Positive ,0,0,0,1,0,0,0
"এক ভাই আরেক ভাইকে জন্মদিনের শুভেচ্ছা জানাচ্ছে,,, খুব ভালো লাগছে,,,",Positive ,0,0,0,1,0,0,0
এই ভালবাসা আগে কই ছিল???,Neutral ,0,2,0,0,0,0,0
জয় - বীর দোয়া তোমাদের জন্য।,Positive ,0,0,0,1,0,0,0
মাশাআল্লাহ… শেহজাদ  শেহজাদ,Positive ,0,0,0,0,0,0,0
তুমরা ২ জনেই নিষ্পাপ শিশু । তুমাদের কোনো দোষ নেই। তোমরা ২ ভাই বড়ো হয়ে সব সময় একে অপরের পাশে থেকো। দুয়া রইলো তোমাদের জন্য,Positive ,0,0,0,0,0,0,0
দেখে আসলেই অনেক ভালো লাগল,Positive ,0,0,0,2,0,0,0
বাপ ছাড়া সন্তান,Negative ,0,0,0,0,0,0,0
আামাদের অনেক ভালো লেগেছে আপু ধন্যবাদ,Positive ,0,0,0,0,0,0,0
বীর বাবার কন্ঠ যত শুনি ততোই হৃদয় ছুয়ে যা মাশাল্লাহ,Positive ,0,0,0,0,0,0,0
প্রথমে মেয়ে ভাবছিলাম,Negative ,0,0,0,0,0,0,0
এতদিন দেকলাম বুবলির ছেলে  এখন দেখি মেয়ের মত কারন  কি,Negative ,0,0,0,0,0,0,0
বুবলি বীরকে আত্মপ্রকাশ করার দিবস,Neutral ,0,0,0,0,0,0,0
আপ্নার এই একটা কাজ খুব ই ভালো লাগলো। যাই হউক সন্তানদের হিংসামুক্ত করে গড়ে তুলুন।,Positive ,0,0,0,0,0,0,0
বুবলি খালার নাটক,Negative ,0,0,0,0,0,0,0
"জয়কে নিয়ে অপু বিশ্বাস যখন টেলিভিশনে সবার সামনে আসলেন, এই বুবলী ম্যাডাম তার বিশাল সট্যাটাসে লিখেছিলেন অপুকে উদ্দেশ্য করে ""ইটস ইমোশনাল অর প্রফেশনাল ""। তখন ঐ নিষ্পাপ শিশুর মুখ আপনার মনে ধরে নাই। শাকিব খানকে ঈশ্বর মেনেছিলেন, আপনার দেয়া বক্তব্য আর্কাইভে রয়ে…",Negative ,0,0,0,0,0,0,0
"অপু বিশ্বাস যখন একটি অনুষ্ঠানে বলেছিল জয় তুমার ভাইকে ভালোবাসবে, তখনতো বিরাট বড় স্টেটাস দিছিলে দেখছি।এখন আবার তুমার কি হলো,জয় কে নিয়ে বিরাট ভালোবাসা জেগে উঠেছে।যারা আদর্শ মা বলছেন ওনার আগের স্টেটাস দেখেন নাই?",Negative ,0,0,0,0,0,0,0
অই সব বাদ আমায়ারে ফলো দেন,Neutral ,0,0,0,0,0,0,0
ব্যাপারটা ভালো লাগলো,Positive ,0,0,0,0,0,0,0
"আপু বীর তো মাশাল্লাহ অনেক সুন্দর, কিন্তু চুলগুলো মেয়েদের মত রাখছেন কেন।",Neutral ,0,0,0,0,0,0,0
এইডা সাপিক কানের মাইয়া,Neutral ,0,0,0,0,0,0,0
ছেলেকে দিয়ে ভালো মানুষ সাজার চেষ্টা করছে,Negative ,0,0,0,0,0,0,0
শুধু তো হ্যাপি বার্থডে হ্যাপি বার্থডে বলতেছে একবারও তো ভাইয়া বলল না,Negative ,0,0,0,0,0,0,0
"ছেলে কে মেয়ে সাজায়ছো,, কয়দিন পর তো পোলাপাইন হাফ লেডিস বলে খ্যাপাবে",Negative ,0,0,0,0,0,0,0
"এখানেই  অপু বিশ্বাসের থেকে বুবলী আপুর পার্থক্য , বীরের জন্মদিনে  জয় কে দিয়ে অপু পারেন নি বীর কে উইশ করতে,,,",Positive ,0,2,0,1,0,0,0
ভালো লাগলো বিষয় টা,Positive ,0,0,0,0,0,0,0
বীর আর জয় হোক দেশের দুই রত্ন। আল্লাহ তোমাদের দুজনকে নেক হায়াত দান করুন।  ভাইয়ের প্রতি ভাইয়ের ভালোবাসা অটুট থাকুক।  শুভ জন্মদিন জয়। আমাদের বীরের মতো জয় ও তার ছোট ভাইকে আদর এবং ভালোবাসা দিয়ে  আগলে রাখবে আশা করি।,Positive ,0,0,0,0,0,0,0
আমি অপু বিশ্বাস এর ভক্ত তাই বুবলির আজ কে এই ভিডিও দেখে খুশি হলাম,Positive ,0,0,0,1,0,0,0
ভালো লাগলো আসলে রক্তের সম্পর্ক এটা কেউ আলাদা করতে পারবে না বড় হলে ঠিকই দুই  ভাই দুজন দুজনকে বুঝতে পারবে। যা বুবলি ও অপু বুজতে পারছেনা,Positive ,0,0,0,0,0,0,0
বাহ খুব ভালো লাগলো এভাবে মিলেমিশে থাকো তোমরা অসাধারণ জীবন সুন্দর হবে,Positive ,0,0,0,0,0,0,0
অনেক দিন পরে লাইক দিলাম এই পোস্টে সুন্দর হইছে।,Positive ,0,0,0,0,0,0,0
বুবলী বীরকে দিয়ে নাটক করছ আগের বছর জয়ের জন্ম দিন নষ্ট করে দিয়েছ জয়কে সাকিব ভালোবাসে এটাও তোমার শয্য হয়নি,Negative ,0,0,0,0,0,0,0
এই প্রথম বুবলির কোন পোস্টে লাভ রিয়েক্ট দিতে ইচ্ছে হল,Positive ,0,0,0,0,0,0,0
মাশাআল্লাহ অনেক ভালো মানুষ হও,Positive ,0,0,0,0,0,0,0
Caption এ জয় বলে মুখেও যদি ভিডিওতে বলত তাহলে আরো বেশি ভালো হতো,Positive ,0,0,0,0,0,0,0
আপনাদের নাটক আর কত দেখবো,Positive ,0,0,0,0,0,0,0
এখন দরদ দেখাচ্ছে নাটক। অথচ ঈদিনেই বেবী নিয়ে,Negative ,0,0,0,0,0,0,0
"আপনাকে খুব অপচন্দ করতাম, তবে আজ থেকে কিছু টা আপনার প্রতি ভাল লাগা সুরু হলো,",Positive ,0,0,0,0,0,0,0
অপু বিশ্বাস বুদ্ধিমতী হলে অবশ্যই ধন্যবাদ জানাবে।,Neutral ,0,0,0,0,0,0,0
বুবলির চাল এটি,Positive ,0,0,0,0,0,0,0
বীরের জন্য দোয়া রইলো,Positive ,0,0,0,0,0,0,0
বাবার মত হয়ো না,Negative ,0,0,0,0,0,0,0
কেউ ওসত খাইচো,Neutral ,0,0,0,0,0,0,0
আজকে যদি জয় বীরকে এক সাথে বার্থডে সেলিব্রেশনে দেখি তাহলে সত্যি অনেক খুশি হবো,Positive ,0,0,0,1,0,0,0
শুভ জন্ম‌দিন জয় | জয় বীর তোমাদের জন্য দোয়া,Positive ,0,0,0,1,0,0,0
জয় ও বীরের বন্ধন চিরকাল অটুট থাকুক,Positive ,0,0,0,2,0,0,0
ছেলেটাকে মেয়ে বানিয়ে ফেললি নাকি,Negative ,0,0,0,0,0,0,0
ভালো লাগলো এটা দেখে যে বুবলি এতদিনে বুঝলো অপুকে যদি সে সম্মান না করে আর মিলে মিশে না থাকে তাহলে শাকিবের সাথে সে থাকতে পারবে না,Positive ,0,0,0,0,0,0,0
তেল মারলো,Negative ,0,1,0,1,0,0,0
বীরকে মেয়ের মত লাগছে।,Neutral ,0,0,0,0,0,0,0
পেছনে থেকে মায়ের সুশিক্ষা প্রশংসনীয়।,Positive ,0,0,0,0,0,0,0
"এই না হলে মোহাব্বত। আহা! কি পীরিত কি মোহাব্বত  এই রকম করে দুই সতীন মিলে যান।সপ্তাহে তিন দিন শাকিব খান আপনার সাথে আর তিন দিন অপুর সাথে, বাকী একদিন হেতের ছুটি গরম গরম রুটি।মানে একদিন নিজেরে নিয়া ভাবনাচিন্তা করবো আরকি তাইলে আপনারাও শান্ত আর আমরাও শান্…",Negative ,0,0,0,0,0,0,0
"এইটা নিয়ে ও কিছুক্ষন পর থেকে ট্রল হবে , নেগেটিভ ভাবে কি করে এইটা কে ইস্যু করে খবর করা যায় সেই চেষ্টা ই করবে কিছু নেগেটিভ চ্যানেল , সাংঘাতিক ভাইয়েরা ,",Neutral ,0,0,0,0,0,0,0
জয় বীর তুমরা ভাল থেকো,Positive ,0,0,0,0,0,0,0
আসলেই নাই এবং তিনি সুশিক্ষিত একটা মেয়ে।,Positive ,0,0,0,0,0,0,0
"কিন্তু দেখেন,অপু কিন্তুু বীরের জন্মদিনে শুভেচ্ছা জানায়নি",Neutral ,0,0,0,0,0,0,0
Sadia Akter না জানাক।যার যার কাজ সেই করুক।আমরা বীরের উইস দেখে বুবলির ভাল কাজ দেখে খুশি থাকি।দুই ভাই মিলেমিশে চলুক।তাতেই আমাদের ভাল লাগা উচিত।এরপর দুই ভাই এর একসাথে একটা ভিডিও দেখার জন্য অপেক্ষা করি।,Positive ,0,0,0,0,0,0,0
গত বছর এইদিনেই বেবি বাম্পের ছবি পোষ্ট করছিলো না??,Negative ,0,0,0,0,0,0,0
জয় এবং বীরকে একসাতে দেখতে চাই,Positive ,0,0,0,0,0,0,0
এবার একটা ভালো কাজ করছে বুবলি৷ গুড,Positive ,0,0,0,0,0,0,0
"ভালোবাসা সবসময়ই সুন্দর, ভ্রাতৃত্বের বন্ধন অটুট থাকুক, অসুস্থ প্রতিযোগিতা বাদ দিয়ে ভালবাসাময় বন্ধন অটুট থাকুক।",Positive ,0,0,0,1,0,0,0
এই প্রথম বুবলির একটা পোষ্ট ভালো লাগলো,Positive ,0,0,0,2,0,0,0
"অপু বুবলি চাইলে মিলে মিশে একহয়ে থাকতে পারে,",Positive ,0,0,0,0,0,0,0
Joy এর জন্মদিন এ বীর wish করেছে বিষয় টা সত্যি ভালো লেগেছে️,Positive ,0,0,0,1,1,0,0
"জয়,বীর  তোমাদের  জন্য  দোয়া ও  ভালোবাসা  রইলো",Positive ,0,0,0,0,0,0,0
"তোমরা দুই ভাই মিলে মিশে থেকো, শুভ জন্মদিন।",Positive ,0,0,0,0,0,0,0
মিশন সুন্দর,Positive ,0,0,0,0,0,0,0
তুমি মেয়ে না ছেলে,Neutral ,0,0,0,0,0,0,0
"বুবলীর এই প্রথম কোন ব্যবহার  ভালো লাগলো, মিলেমিশে, সংসার করেন।",Positive ,0,0,0,0,0,0,0
"বুবলি চায় অপুর সাথে নতুন করে সম্পর্ক গড়তে‌,এসব ভিডিও তারই জানান দেয়",Positive ,0,0,0,0,0,0,0
বাবার মতো ভালো মানুষ হও,Positive ,0,0,0,0,0,0,0
মাশাআল্লাহ বীর ও জয় এর জন্য শুভকামনা।,Positive ,0,0,0,0,0,0,0
বুবলির জীবনেও সরম হইবেনা,Negative ,0,0,0,1,0,0,0
ফালতু মহিলা,Negative ,0,0,0,0,0,0,0
কথা হলো ওরে মেয়ের মত লাগে কেন,Neutral ,0,1,0,0,0,0,0
মা জ্ঞানী মানুষ এটা তার প্রমাণ।,Positive ,0,0,0,0,0,0,0
"মনে রাখবি তুই ছোট ভাই, জয়ের কথা অক্ষরে অক্ষরে পালন করব",Positive ,0,0,0,0,0,0,0
মাশাআল্লাহ মায়ের মতো মেধাবী হবে।,Positive ,0,0,0,0,0,0,0
"দুই ভাইয়ের এই বন্ধন চিরস্থায়ী হোক, বড়দের ঝামেলা ওদের মধ্যে না আনাই উত্তম।",Positive ,0,0,0,0,0,0,0
ভাইয়ে ভাইয়ে বন্ধন অটুট থাকুক।।,Positive ,0,0,0,1,0,0,0
ছেলে না মেয়ে?,Neutral ,0,0,0,0,0,0,0
ভিডিও টা দেখে ভালো লাগছে যদি মন থেকে ভালোবেসে করে থাকেন তাহলে অবশ্যই ধন্যবাদ পাওয়ার মত কাজ করছেন ছেলেকে দিয়ে। আর যদি চক্রান্ত হয় তাহলে এতটুকু শিশু দিয়ে এসব না করানোই উওম। দোয়া রইল আমার ভাগিনা   কে,Positive ,0,0,0,0,0,0,1
Happy birthday ই শুধু বললো কিন্তু মুখ দিয়ে তো একবারও ভাইয়া ডাকটি বের হলো না।,Negative ,0,0,0,0,0,0,0
জিবনে প্রথম একটা পোষ্টে লাভ রিয়েক্ট দিলাম,Positive ,0,0,0,0,0,0,0
যতই তেল মারো বীরের জায়গা হলেও তোমার জায়গা না হোক সাকিবের পরিবারে,Negative ,0,0,0,0,0,0,0
হাল্কা মেয়ে মেয়ে ভাব।,Negative ,0,1,0,0,0,0,0
"এখান থেকে সব মেয়েদের শিক্ষা নেয়া উচিত যে, হিংসা বিদ্বেষ ভুলে যে এ তাঁদের স্বামীকে দুটো বিয়ে করানো এবং তার স্বামী যদি আরো দুই একটা বিয়ে করতে চায় তাহলে বিয়ে দিয়ে দেওয়া বা বাঁধা প্রদান না করা,,,, এবং দুই জন এইভাবে মিলে মিশে থাকা,,,, এতে সব মেয়েদে…",Positive ,0,0,0,0,0,0,0
এই একটা জিনিস খুব ভালো লাগলো,Positive ,0,0,0,1,0,0,0
আগে4 রোগা ছিলো বেশ ভালো লাগতো বীর কে,Neutral ,0,0,0,0,0,0,0
"রক্তের উপর রক্তের টান আছে, কোন হিংসে নাই আলহামদুলিল্লাহ, দেখি অনেক ভালো লাগলো",Positive ,0,0,0,0,0,0,0
"অপু শেয়ার দেওয়ার দরকার ছিলো বীরের পোস্টা,তাহলে বুঝতাম দুজনই নরমাল হতে ট্রাই করছে",Neutral ,0,0,0,0,0,0,0
"এখানে লাষ্টের ক্লিপ কেটে দেওয়া হইছে,, বীর হ্যাপি বার্থডে মাম্মি বলছে জয় বলে নি,, নাটক করে সিম্পিতি পাওয়ার জন্য জয় কে উইশ করছে",Positive ,0,1,0,0,0,0,0
বুবলি একজন শিক্ষিত ভদ্র পরিবারের মেয়ে এবং নারী। তিনি অন্যকে সম্মান দিতে জানেন। অহংকার বা হিংসা নয়। শুভকামনা রইল। বীর এবং জয়ের জন্য।,Positive ,0,0,0,1,0,0,1
"এই প্রথম একটা ভিডিও ভীষণ মনোমুগ্ধকর লাগলো, জয় ও বীরের জন্য অনেক দোয়া রইলো…",Positive ,0,0,0,0,0,0,0
এই জন্য ই তুমি আলাদা বুবলি।,Positive ,0,0,0,1,0,0,0
নতুন নাটকে বিরকেও যোগ করা হলো।পাক্কা খিলাড়ি ।জয়ের জীবনের অভিশাপ ।,Negative ,0,0,0,0,0,0,0
দুই ভাইয়ের শাকিবের দুই বউ দ্বন্দে না জড়িয়ে এক ছাদের নিচে থাকলে ভালো হতো...,Positive ,0,0,0,5,3,0,1
ভালো জিনিস দেখলে সবারই ভালো লাগে,Positive ,0,0,0,0,0,0,0
এতোদিনে ইনার কিছু একটা জিনিস ভালো লাগলো।,Positive ,0,0,0,0,0,0,0
"এই ভিডিও দেখে আমি ১০০% শিওর হইলাম,বুবলি অপু শাকিবের সাথে এক ছাদের নিচে থাকতে রাজি",Positive ,0,0,0,0,0,0,0
হ্যাপি বার্থডে জয়,Positive ,0,0,0,4,0,0,0
একটা মেয়ে না ছেলে বুঝা যায় না,Positive ,0,2,0,0,0,0,0
এই প্রথম কমেন্ট টা ভালো লাগলো ধন্যবাদ,Positive ,0,0,0,0,0,0,0
একেক জনের একেক মন্তব্য,Positive ,0,0,0,0,0,0,0
এই দিনে জাতির কাছে বীরের পরিচয় প্রকাশ্যে আসায় বীরকেও অনেক শুভেচ্ছা,Positive ,0,1,0,1,0,0,0
মোটামুটি ভালো লাগছে।কাকে উইশ করলো??,Positive ,0,0,0,0,0,0,0
"যাক বুবলি এবার উলটো দিকে, সুযোগ সুবিধা বুঝে পোস্ট দিলো।",Positive ,0,1,0,0,0,0,0
আজ প্রথমবার উনার কোনো এক্টিভিটিজ আমার ভালো লাগলো,Positive ,0,0,0,1,0,0,0
ছেলেটাকে বাবা ছাড়া করলো এক সময়!!!,Neutral ,0,0,0,0,0,0,0
বুবলির নিজের আর কোন উপায় নেই,Positive ,0,0,0,0,0,0,0
অপু শাকিব জয়কে পিছনে ফেলবে এই বীর,Positive ,0,0,0,0,0,0,0
"আলহামদুলিল্লাহ, বুবলি আপুকে ধন্যবাদ বীরকে ভালোবাসাময় মনের মানুষ হিসেবে তৈরি করার জন্য।",Positive ,0,0,0,1,0,0,0
"এমনই হওয়া উচিৎ। কোন হিংসে নাই -আলহামদুলিল্লাহ, দেখে অনেক ভালো লাগলো।",Positive ,0,0,0,1,0,0,0
"গেলো বছর জন্মদিনে বাচ্চা জন্মের খবর দিছে,,এ বছর বাচ্চা নিজে উইস করতেছে,,সিনেমার মতো চোখের পলকেই বাচ্চা বড় হয়ে গেছে,,mashaaallah",Positive ,0,0,0,1,0,0,0
এটা বেস্ট ছিল। বড় ভাইয়ের প্রতি ছোট ভাইয়ের ভালোবাসাটা এরকম হওয়া উচিত। এক সময় আপনারা কেউ থাকবেন না তারা দুই ভাই থাকবে। তাই তাদের মাঝে দ্বন্দ্ব সৃষ্টি না করে তাদের মাঝে ভালোবাসা বাড়িয়ে দিন। এবং মানুষ যে যায় বলুক আপনারা কখনো দ্বিতা দ্বন্দ্বে যাবেন …,Positive ,0,0,0,0,0,0,0
এটাই হচ্ছে আদর্শ মায়ের আদর্শ শিক্ষা।বুবলির কাছে এমন সু শিক্ষা পেয়ে বীর অনেক উন্নত মনের মানুষ হিসেবে গড়ে উঠুক আমীন।,Positive ,0,0,0,1,0,0,0
আজ প্রথমবার উনার কোনো এক্টিভিটিজ আমার ভালো লাগলো,Positive ,0,0,0,1,0,0,0
তোমার উপরে আমার অনেক রাগ ছিল আজকের পর থেকে সব রাগ চলে গেছে আল্লাহর কাছে দোয়া করি তোমরা সবাই মিলেমিশে ভালো থাকো,Positive ,0,0,0,0,0,0,0
সবার চোখে তো ভালো হতে হবে,Positive ,0,0,0,0,0,0,0
অসাধারণ কন্ঠস্বর,Positive ,0,0,0,1,0,0,0
এটাই হচ্ছে আদর্শ মায়ের আদর্শ শিক্ষা।বুবলির কাছে এমন সু শিক্ষা পেয়ে বীর অনেক উন্নত মনের মানুষ হিসেবে গড়ে উঠুক আমীন।,Positive ,0,0,0,0,0,0,0
শাকিব খান এর এখন আর দ্বন্দ্ব করে কি লাভ,Positive ,0,0,0,0,0,0,0
এটাই হচ্ছে আদর্শ মায়ের আদর্শ শিক্ষা।বুবলির কাছে এমন সু শিক্ষা পেয়ে বীর অনেক উন্নত মনের মানুষ হিসেবে গড়ে উঠুক আমীন।,Positive ,0,0,0,0,0,0,0
এটাই হচ্ছে আদর্শ মায়ের আদর্শ শিক্ষা।বুবলির কাছে এমন সু শিক্ষা পেয়ে বীর অনেক উন্নত মনের মানুষ হিসেবে গড়ে উঠুক আমীন।,Positive ,0,0,0,0,0,0,0
"শাকিব আর যা-ই হোক, দুইটা ছেলে আল্লাই দিছে।একটার থেকে আরেকটা কিউটের ডিব্বা মাশাআল্লাহ।",Positive ,0,0,0,0,0,0,0
এটা কার মেয়ে?,Negative ,0,0,0,0,0,0,0
এটাই হচ্ছে আদর্শ মায়ের আদর্শ শিক্ষা।বুবলির কাছে এমন সু শিক্ষা পেয়ে বীর অনেক উন্নত মনের মানুষ হিসেবে গড়ে উঠুক আমীন।,Positive ,0,0,0,1,0,0,0
"রক্তের উপর রক্তের টান আছে, কোন হিংসে নাই আলহামদুলিল্লাহ, দেখি অনেক ভালো লাগলো",Positive ,0,0,0,1,0,0,0
আজ প্রথমবার উনার কোনো এক্টিভিটিজ আমার ভালো লাগলো(২),Positive ,0,0,0,1,0,0,0
আগের বছর জয়ের বার্থডে তে বীরকে প্রকাশ করে যে গালি খাইছিলেন এবার বীরকে দিয়ে জোর করিয়ে উইশ করে ভালো মানুষ সাজার চেষ্টা করছেন সিম্পল।,Negative ,0,1,0,0,0,0,0
"এই জন্মদিনটি ছিল জয়ের শেষ আনন্দময় জন্মদিন,তার পরই তো তার আনন্দ ভাগ হয়ে গেলো  সৎ মা সৎ ভাই",Positive ,0,0,0,0,0,0,0
হ্যাপি বার্থডে হ্যাপি বার্থডে শুধু বলছে একবারও তো বলল না যে হ্যাপি বার্থডে ভাইয়া অথবা হ্যাপি বার্থডে জয়,Negative ,0,0,0,0,0,0,0
মেয়ে মনে হয়,Positive ,0,0,0,0,0,0,0
নোয়াখাইল্লা তো তাই বেশী চালাক মনে করছ জয় কে উইশ করলে মানুষ তোমার কৃতকলাপ ভুলে যাবে,Positive ,0,0,0,0,0,0,0
আজ প্রথমবার উনার কোনো এক্টিভিটিজ আমার ভালো লাগলো,Positive ,0,0,0,1,0,0,0
এত দিনে লাইনে আসছে।,Positive ,0,0,0,1,0,0,0
সত্যি এই ভালোবাসা অটুট থাকুক আজীবন এই কামনা রইলো,Positive ,0,0,0,0,0,0,0
"মাসাল্লাহ,, আজকে জয়ের জন্মদিনে বীর ও জয়কে এক সাথে দেখতে চাই",Positive ,0,0,0,1,0,0,0
শুভ জন্মদিন জয়। বীর তোমার জন্যও শুভকামনা। ২ জনই মানুষের মত মানুষ হও। তোমরা ২ জনই নিষ্পাপ।,Positive ,0,0,0,0,0,0,0
জয় - বীর দোয়া তোমাদের জন্য।,Positive ,0,0,0,0,0,0,0
যেখানেই বীর কে সেখানেই কমেন্ট না করে পারি না। বীরের জন্য দোয়া ও ভালোবাসা রইলো,Positive ,0,0,0,0,0,0,0
"রক্তের উপর রক্তের টান আছে, কোন হিংসে নাই আলহামদুলিল্লাহ, দেখে অনেক ভালো লাগলো",Positive ,0,0,0,0,0,0,0
ভাইয়ের জন্য ভাইয়ের ভালোবাসা,Positive ,0,0,0,0,0,0,0
আরকি ভালো হবে,Positive ,0,0,0,2,0,0,0
অভিনন্দন প্রিয় অভিনেত্রী,Positive ,0,0,0,1,0,0,0
আমার জান,Positive ,0,2,0,1,0,0,0
শুভ কামনা রইলো আপু,Positive ,0,0,0,1,0,0,0
আলহামদুলিল্লাহ খুব খুশি হলাম নিরন্তর শুভকামনা,Positive ,0,0,0,0,0,0,0
দারুণ ছিল,Positive ,0,0,0,0,0,0,0
যাত্রা শুভ হোক,Positive ,0,0,0,0,0,0,0
অনেক সুন্দর হয়েছে,Positive ,0,0,0,0,0,0,0
"নায়ক,যেমন,নায়িকা ও,তেমন,মিলেছে",Positive ,0,0,0,0,0,0,0
